image,class,confidence,x_center,y_center,width,height
cell_0831.jpg,pool,0.4901745617389679,177.13412475585938,1208.70947265625,39.04754638671875,35.326171875
cell_0844.jpg,pool,0.4736541211605072,542.7650146484375,328.61932373046875,32.712890625,42.97265625
cell_0957.jpg,pool,0.6527690887451172,1239.4010009765625,879.10107421875,81.197998046875,59.475341796875
cell_1569.jpg,pool,0.5357441902160645,254.45751953125,940.297119140625,27.38555908203125,55.991455078125
cell_1664.jpg,pool,0.5876295566558838,1104.697021484375,698.0374755859375,55.7509765625,51.873291015625
cell_1780.jpg,pool,0.6301007866859436,532.8466796875,1128.15478515625,47.898193359375,44.97216796875
cell_1793.jpg,pool,0.7036211490631104,281.72509765625,528.6219482421875,52.05528259277344,52.322052001953125
cell_1842.jpg,pool,0.5378777384757996,342.64208984375,1036.2359619140625,40.315185546875,29.836669921875
cell_1845.jpg,pool,0.5040193200111389,1264.6307373046875,787.725830078125,30.738525390625,109.46044921875
cell_1904.jpg,pool,0.5221149325370789,357.5675354003906,302.3628234863281,109.66204833984375,150.28302001953125
cell_1952.jpg,pool,0.9114314317703247,1077.3455810546875,1080.6707763671875,123.354248046875,82.2060546875
cell_1952.jpg,pool,0.7388477325439453,658.20849609375,206.5799560546875,84.4140625,108.1795654296875
cell_1952.jpg,pool,0.6075812578201294,478.1697998046875,1258.048583984375,44.7762451171875,43.90283203125
cell_1979.jpg,pool,0.6797059178352356,80.7208251953125,502.8277893066406,74.80075073242188,69.45184326171875
cell_2051.jpg,pool,0.7244452238082886,1259.515625,34.36466598510742,40.9688720703125,68.72933197021484
cell_2051.jpg,pool,0.5173173546791077,1135.35791015625,287.420166015625,79.4306640625,86.91510009765625
cell_2093.jpg,pool,0.6759815216064453,10.003654479980469,1150.107421875,19.75122833251953,50.69140625
cell_2427.jpg,pool,0.6252841949462891,923.6837158203125,218.48776245117188,92.57666015625,71.59225463867188
cell_2515.jpg,pool,0.6477856636047363,1058.166259765625,1193.867919921875,166.0625,108.021728515625
cell_2617.jpg,pool,0.8742920160293579,132.40280151367188,1112.5184326171875,109.85016632080078,125.936279296875
cell_2635.jpg,pool,0.6297462582588196,529.1159057617188,949.027099609375,50.4722900390625,61.7034912109375
cell_2708.jpg,pool,0.759764552116394,621.5,215.94406127929688,100.131103515625,75.10040283203125
cell_2714.jpg,pool,0.6855369806289673,480.00433349609375,1264.37255859375,73.4923095703125,31.150390625
cell_2714.jpg,pool,0.6275385618209839,468.86517333984375,1264.343505859375,50.5357666015625,30.98388671875
cell_2753.jpg,pool,0.815339982509613,716.5458984375,66.79583740234375,46.20458984375,37.713871002197266
cell_2883.jpg,pool,0.49604782462120056,878.883056640625,59.98957824707031,42.043212890625,42.276947021484375
cell_2898.jpg,pool,0.6683884859085083,1252.223876953125,558.7969970703125,55.55224609375,41.281982421875
cell_3049.jpg,pool,0.46586543321609497,1174.400146484375,968.184326171875,42.5966796875,48.24462890625
cell_3110.jpg,pool,0.6319174766540527,51.330810546875,654.7139892578125,48.199249267578125,37.140869140625
cell_3120.jpg,pool,0.4976356327533722,403.4292297363281,381.6270751953125,34.52520751953125,30.7213134765625
cell_3167.jpg,pool,0.8560890555381775,518.7300415039062,1245.7620849609375,126.6116943359375,68.475830078125
cell_3167.jpg,pool,0.773868978023529,509.2786865234375,886.728271484375,156.7376708984375,153.61962890625
cell_3167.jpg,pool,0.7658669948577881,826.70703125,437.9944763183594,103.9139404296875,114.84588623046875
cell_3167.jpg,pool,0.4996427595615387,457.9361572265625,485.05426025390625,44.510009765625,45.4140625
cell_3198.jpg,pool,0.6084393262863159,1194.71533203125,845.8947143554688,53.935546875,39.515625
cell_3198.jpg,pool,0.5291025638580322,942.8175048828125,831.9708251953125,53.657958984375,62.669677734375
cell_3214.jpg,pool,0.7206538319587708,830.996826171875,406.27801513671875,23.942138671875,26.353515625
cell_3214.jpg,pool,0.6526117324829102,429.58746337890625,495.0074768066406,25.251708984375,24.22393798828125
cell_3214.jpg,pool,0.6271142959594727,962.312255859375,456.90338134765625,25.64111328125,23.2418212890625
cell_3214.jpg,pool,0.5382164120674133,187.3720245361328,637.0408935546875,25.24053955078125,24.15576171875
cell_3214.jpg,pool,0.4849531054496765,387.73516845703125,184.77508544921875,18.4541015625,20.95684814453125
cell_3251.jpg,pool,0.8223437070846558,705.8258666992188,641.461669921875,108.6556396484375,61.874755859375
cell_3270.jpg,pool,0.7311644554138184,85.38221740722656,189.4176025390625,121.52505493164062,83.62274169921875
